device_id,visit_id,platform,video_seconds_spent
6955042009345381754:5005941416343877744,6955042009345381754:5005941416343877744:00000003,MOBILE_APP,42
7223608084757496171:5340587304016011339,7223608084757496171:5340587304016011339:00000002,MOBILE_APP,42
3292410156969085825:4611687160888690574,3292410156969085825:4611687160888690574:00000002,MOBILE_APP,42
3292415358174470471:4611687195248433639,3292415358174470471:4611687195248433639:00000003,MOBILE_APP,42
3292435825841116048:6917530153459385858,3292435825841116048:6917530153459385858:00000002,MOBILE_APP,42
3292379724977998610:4611705275987002576,3292379724977998610:4611705275987002576:00000004,MOBILE_APP,42
3292383663463321690:6917530181376678438,3292383663463321690:6917530181376678438:00000002,MOBILE_APP,42
3281049865391952471:4611687154446240336,3281049865391952471:4611687154446240336:00000014,MOBILE_APP,42
3292423260914019573:6917548344256506344,3292423260914019573:6917548344256506344:00000002,MOBILE_APP,42
3292362003943251704:4611687151761883961,3292362003943251704:4611687151761883961:00000003,MOBILE_APP,42
3292376198810165453:6917530148627562634,3292376198810165453:6917530148627562634:00000005,MOBILE_APP,42
3292452640638101819:6917530223252607227,3292452640638101819:6917530223252607227:00000002,MOBILE_APP,42
3292392474588424272:4611705270081462363,3292392474588424272:4611705270081462363:00000004,MOBILE_APP,42
3292419595159715958:4611687207059593097,3292419595159715958:4611687207059593097:00000005,MOBILE_APP,42
2245437747490926229:5967310972601480367,2245437747490926229:5967310972601480367:00000003,MOBILE_APP,42
3292384857464238830:6917530222178872562,3292384857464238830:6917530222178872562:00000004,MOBILE_APP,42
3292367943883020097:4611687160888689320,3292367943883020097:4611687160888689320:00000004,MOBILE_APP,42
3292370791446325276:4611687160888697967,3292370791446325276:4611687160888697967:00000003,MOBILE_APP,42
3292414475558685437:6917530163123065486,3292414475558685437:6917530163123065486:00000004,MOBILE_APP,42
3292409690964825992:6917548277684505108,3292409690964825992:6917548277684505108:00000002,MOBILE_APP,43
8571906638513579916:1865164454825912810,8571906638513579916:1865164454825912810:00000004,MOBILE_APP,43
3176653001566165188:4611687173773616815,3176653001566165188:4611687173773616815:00000005,MOBILE_APP,43
3264120826592706051:6917548301843696026,3264120826592706051:6917548301843696026:00000035,MOBILE_APP,43
3199494681323357350:6917530146481359276,3199494681323357350:6917530146481359276:00000011,MOBILE_APP,43
3292431187276439287:4611687143708821532,3292431187276439287:4611687143708821532:00000003,MOBILE_APP,43
3292448904016536383:4611687195248435759,3292448904016536383:4611687195248435759:00000002,MOBILE_APP,43
3292383006333324779:6917530171713006058,3292383006333324779:6917530171713006058:00000003,MOBILE_APP,43
3292294774819858842:4611705364033836028,3292294774819858842:4611705364033836028:00000005,MOBILE_APP,44
3292436068506478634:4611705373160639695,3292436068506478634:4611705373160639695:00000002,MOBILE_APP,44
3292418377536182086:4611705373160647583,3292418377536182086:4611705373160647583:00000002,MOBILE_APP,44
3292408632255401627:4611705295314357650,3292408632255401627:4611705295314357650:00000005,MOBILE_APP,45
3292412396794222980:4611705344706482103,3292412396794222980:4611705344706482103:00000004,MOBILE_APP,45
1300982539968035832:4942256833644848973,1300982539968035832:4942256833644848973:00000005,MOBILE_APP,45
0000000895749322:0000003840674354,0000000895749322:0000003840674354:00000003,MOBILE_APP,45
3292393260567754579:4611687172162981175,3292393260567754579:4611687172162981175:00000004,MOBILE_APP,45
3292396359386644948:4611687213502038509,3292396359386644948:4611687213502038509:00000003,MOBILE_APP,45
3292388119491903428:4611687144245703091,3292388119491903428:4611687144245703091:00000003,MOBILE_APP,45
3292458980009513530:4611705270081426432,3292458980009513530:4611705270081426432:00000002,MOBILE_APP,45
3291714430248900397:6917548304528061490,3291714430248900397:6917548304528061490:00000004,MOBILE_APP,46
2477694334737747556:6618276147532629543,2477694334737747556:6618276147532629543:00000003,MOBILE_APP,47
759336816686569788:4769805336755157620,759336816686569788:4769805336755157620:00000003,MOBILE_APP,47
5946055125076148769:7382053599012741431,5946055125076148769:7382053599012741431:00000006,MOBILE_APP,47
3292366803569208805:4611687153909368607,3292366803569208805:4611687153909368607:00000003,MOBILE_APP,48
6665234275487399099:4864093259833281262,6665234275487399099:4864093259833281262:00000006,MOBILE_APP,48
3292402514074469158:4611705310883615850,3292402514074469158:4611705310883615850:00000008,MOBILE_APP,48
3292387855351402438:4611687212965188525,3292387855351402438:4611687212965188525:00000005,MOBILE_APP,48
0000002666604154:0000000835939977,0000002666604154:0000000835939977:00000008,MOBILE_APP,48
3225417250643328410:4611705275987004472,3225417250643328410:4611705275987004472:00000002,MOBILE_APP,49
3292413522075968984:4611687195248437070,3292413522075968984:4611687195248437070:00000003,MOBILE_APP,50
3292386813821825283:4611687172162981500,3292386813821825283:4611687172162981500:00000005,MOBILE_APP,50
3292366736997201063:4611687160888691573,3292366736997201063:4611687160888691573:00000002,MOBILE_APP,50
3292399814687839527:4611687153909367322,3292399814687839527:4611687153909367322:00000005,MOBILE_APP,51
6203308951892220027:5468327605283856045,6203308951892220027:5468327605283856045:00000004,MOBILE_APP,307
3292393393711417489:6917548279295120269,3292393393711417489:6917548279295120269:00000002,MOBILE_APP,52
3292427510784430390:4611687153909367319,3292427510784430390:4611687153909367319:00000004,MOBILE_APP,52
3292378601844052286:4611705296388100444,3292378601844052286:4611705296388100444:00000005,MOBILE_APP,52
3292385909730917871:4611705295314361815,3292385909730917871:4611705295314361815:00000005,MOBILE_APP,52
3292368856563263027:4611705296388099604,3292368856563263027:4611705296388099604:00000004,MOBILE_APP,53
6447263760077089535:4250116589412410464,6447263760077089535:4250116589412410464:00000004,MOBILE_APP,53
1993918687581313086:5575869038536128117,1993918687581313086:5575869038536128117:00000016,MOBILE_APP,1077
3292313352700896928:6917548285200697050,3292313352700896928:6917548285200697050:00000004,MOBILE_APP,54
3292408632255401627:4611705295314357650,3292408632255401627:4611705295314357650:00000004,MOBILE_APP,55
3292408125449563951:4611687143708824957,3292408125449563951:4611687143708824957:00000002,MOBILE_APP,55
3292444600459013241:4611705270081422827,3292444600459013241:4611705270081422827:00000003,MOBILE_APP,55
3292442583972175664:4611687144245691704,3292442583972175664:4611687144245691704:00000003,MOBILE_APP,56
3292429643235425364:4611705335042801891,3292429643235425364:4611705335042801891:00000004,MOBILE_APP,56
3292359839279736215:4611687214575780012,3292359839279736215:4611687214575780012:00000005,MOBILE_APP,58
3291685089180108983:4611687144245698619,3291685089180108983:4611687144245698619:00000006,MOBILE_APP,58
3292430933873069039:4611705297461860782,3292430933873069039:4611705297461860782:00000002,MOBILE_APP,60
1781046033691325992:9008912856085522028,1781046033691325992:9008912856085522028:00000030,MOBILE_APP,60
3292366230190779551:4611705296388099525,3292366230190779551:4611705296388099525:00000005,MOBILE_APP,65
3292439665541605840:6917548328687248250,3292439665541605840:6917548328687248250:00000004,MOBILE_APP,66
3292366945303105547:4611687202227750194,3292366945303105547:4611687202227750194:00000008,MOBILE_APP,66
3292419653141777008:6917530222178862652,3292419653141777008:6917530222178862652:00000006,MOBILE_APP,68
3292374274664522469:4611705310883611351,3292374274664522469:4611705310883611351:00000005,MOBILE_APP,71
3292394010039548207:4611687139413866148,3292394010039548207:4611687139413866148:00000003,MOBILE_APP,72
3292371740633822081:6917548373247569407,3292371740633822081:6917548373247569407:00000002,MOBILE_APP,331
3292462220562634211:4611687151761885574,3292462220562634211:4611687151761885574:00000003,MOBILE_APP,76
3292454569078422082:4611687212965171606,3292454569078422082:4611687212965171606:00000003,MOBILE_APP,77
3292409424676852369:4611705297461838319,3292409424676852369:4611705297461838319:00000002,MOBILE_APP,79
3292461030856707828:4611687139413852177,3292461030856707828:4611687139413852177:00000003,MOBILE_APP,79
3193386207037698971:4611687546362318789,3193386207037698971:4611687546362318789:00000080,MOBILE_APP,79
3278504414370675290:4611687146930097016,3278504414370675290:4611687146930097016:00000007,MOBILE_APP,80
3279250667085836609:4611687579648014235,3279250667085836609:4611687579648014235:00000013,MOBILE_APP,82
3292379724977998610:4611705275987002576,3292379724977998610:4611705275987002576:00000002,MOBILE_APP,84
3292437335521834352:6917548328687245513,3292437335521834352:6917548328687245513:00000005,MOBILE_APP,85
3278449370068404896:6917530170639257492,3278449370068404896:6917530170639257492:00000034,MOBILE_APP,85
3292443498800217149:4611687213502044214,3292443498800217149:4611687213502044214:00000002,MOBILE_APP,85
3292380420763004542:6917530152922514741,3292380420763004542:6917530152922514741:00000004,MOBILE_APP,87
3292466485465182548:4611687154446246739,3292466485465182548:4611687154446246739:00000002,MOBILE_APP,87
3292433104979064730:4611705389266768667,3292433104979064730:4611705389266768667:00000004,MOBILE_APP,87
3292366498626231595:6917548398480461212,3292366498626231595:6917548398480461212:00000004,MOBILE_APP,87
3292443986278690143:4611705297461866604,3292443986278690143:4611705297461866604:00000003,MOBILE_APP,88
3266290549581669612:4611687161425572433,3266290549581669612:4611687161425572433:00000034,MOBILE_APP,88
3292383145919763721:6917530163123078780,3292383145919763721:6917530163123078780:00000004,MOBILE_APP,88
3292439665541605840:6917548328687248250,3292439665541605840:6917548328687248250:00000003,MOBILE_APP,89
3292402514074469158:4611705310883615850,3292402514074469158:4611705310883615850:00000007,MOBILE_APP,90
3292417419758481469:4611705300146214850,3292417419758481469:4611705300146214850:00000003,MOBILE_APP,90
499155937194709260:179922700650735293,499155937194709260:179922700650735293:00000005,MOBILE_APP,92
3292418781263400571:4611687153909367473,3292418781263400571:4611687153909367473:00000002,MOBILE_APP,92
3292238938097832956:4611687161425560680,3292238938097832956:4611687161425560680:00000010,MOBILE_APP,93
6203308951892220027:5468327605283856045,6203308951892220027:5468327605283856045:00000005,MOBILE_APP,93
3292285665194244088:6917548382374333521,3292285665194244088:6917548382374333521:00000005,MOBILE_APP,95
3279091491301472838:6917530170639255274,3279091491301472838:6917530170639255274:00000023,MOBILE_APP,97
2166845682993487320:8928278273597794805,2166845682993487320:8928278273597794805:00000023,MOBILE_APP,97
3278454236266050311:6917548301843696473,3278454236266050311:6917548301843696473:00000021,MOBILE_APP,99
3292318002003015918:6917548344256497671,3292318002003015918:6917548344256497671:00000004,MOBILE_APP,99
4939750290958776954:1695433887491978399,4939750290958776954:1695433887491978399:00000003,MOBILE_APP,99
3292407526301325531:6917548373247527747,3292407526301325531:6917548373247527747:00000004,MOBILE_APP,99
3292378457962666303:6917548328687239242,3292378457962666303:6917548328687239242:00000004,MOBILE_APP,99
3292383145919763721:6917530163123078780,3292383145919763721:6917530163123078780:00000005,MOBILE_APP,100
3292366945303105547:4611687202227750194,3292366945303105547:4611687202227750194:00000007,MOBILE_APP,101
3292395311414627923:6917530163123062532,3292395311414627923:6917530163123062532:00000005,MOBILE_APP,101
3291705836019330572:6917548401701686437,3291705836019330572:6917548401701686437:00000004,MOBILE_APP,102
3211532739625594986:852088221362621585,3211532739625594986:852088221362621585:00000002,MOBILE_APP,102
3292411537801056340:4611687154446239607,3292411537801056340:4611687154446239607:00000002,MOBILE_APP,103
3292419827087941134:4611687213502061223,3292419827087941134:4611687213502061223:00000003,MOBILE_APP,103
3278491467190370231:4611687147466919193,3278491467190370231:4611687147466919193:00000026,MOBILE_APP,105
3292401536969709849:6917530153459386526,3292401536969709849:6917530153459386526:00000004,MOBILE_APP,105
3292415063969228847:6917530211441445305,3292415063969228847:6917530211441445305:00000001,MOBILE_APP,37226
3292404708803076035:4611687151761884500,3292404708803076035:4611687151761884500:00000004,MOBILE_APP,108
3292404281453837111:6917530152922520195,3292404281453837111:6917530152922520195:00000003,MOBILE_APP,108
3292392472440958637:6917548373247541438,3292392472440958637:6917548373247541438:00000004,MOBILE_APP,108
3292358116997838219:6917530223789475131,3292358116997838219:6917530223789475131:00000003,MOBILE_APP,109
3135267089920957475:7423487244893150794,3135267089920957475:7423487244893150794:00000005,MOBILE_APP,110
3291664855589183854:6917530170639255317,3291664855589183854:6917530170639255317:00000006,MOBILE_APP,111
3292444185994983081:6917530160975592868,3292444185994983081:6917530160975592868:00000002,MOBILE_APP,115
3292238938097832956:4611687161425560680,3292238938097832956:4611687161425560680:00000009,MOBILE_APP,115
3292280371647032407:4611705296388113668,3292280371647032407:4611705296388113668:00000007,MOBILE_APP,116
3292370855870832287:4611687214038911688,3292370855870832287:4611687214038911688:00000006,MOBILE_APP,116
3224911103779876973:4611705260954694509,3224911103779876973:4611705260954694509:00000004,MOBILE_APP,116
3292366475003908295:4611705299609333683,3292366475003908295:4611705299609333683:00000006,MOBILE_APP,116
3292396357239161927:6917530223789485631,3292396357239161927:6917530223789485631:00000003,MOBILE_APP,116
3279091491301472838:6917530170639255274,3279091491301472838:6917530170639255274:00000022,MOBILE_APP,116
3292418774820671940:4611705300146209482,3292418774820671940:4611705300146209482:00000005,MOBILE_APP,116
3292457987872384576:6917530222178867104,3292457987872384576:6917530222178867104:00000002,MOBILE_APP,116
3292384889676193734:6917548344256506891,3292384889676193734:6917548344256506891:00000004,MOBILE_APP,116
3292424830724551014:6917548382374337144,3292424830724551014:6917548382374337144:00000003,MOBILE_APP,116
5934176306927831543:8229133591600744595,5934176306927831543:8229133591600744595:00000006,MOBILE_APP,116
3292275503301896062:6917530204462123432,3292275503301896062:6917530204462123432:00000004,MOBILE_APP,116
3292364610988393688:4611687144245692834,3292364610988393688:4611687144245692834:00000005,MOBILE_APP,116
3292304715521657984:6917548353920175504,3292304715521657984:6917548353920175504:00000007,MOBILE_APP,116
3225035522540280962:4611687204375243535,3225035522540280962:4611687204375243535:00000005,MOBILE_APP,116
3292403967920911608:4611705373160641074,3292403967920911608:4611705373160641074:00000003,MOBILE_APP,116
3292405391702571371:6917548344256495865,3292405391702571371:6917548344256495865:00000002,MOBILE_APP,116
3292451440194741855:4611687144245693833,3292451440194741855:4611687144245693833:00000002,MOBILE_APP,116
3238825363300135788:6917530217347035580,3238825363300135788:6917530217347035580:00000094,MOBILE_APP,116
3292417548607785225:6917530222178863029,3292417548607785225:6917530222178863029:00000005,MOBILE_APP,116
3292361550823884744:6917548309359886571,3292361550823884744:6917548309359886571:00000004,MOBILE_APP,116
3292395311414627923:6917530163123062532,3292395311414627923:6917530163123062532:00000004,MOBILE_APP,116
3292404859126637082:6917548308823016356,3292404859126637082:6917548308823016356:00000002,MOBILE_APP,116
3292399103870746485:6917530222178875701,3292399103870746485:6917530222178875701:00000004,MOBILE_APP,117
3292414293022602372:6917530222715739455,3292414293022602372:6917530222715739455:00000003,MOBILE_APP,117
3292370374834195657:6917548320097317176,3292370374834195657:6917548320097317176:00000006,MOBILE_APP,117
3292371489378516679:4611687160888693951,3292371489378516679:4611687160888693951:00000007,MOBILE_APP,117
3292408662320161063:6917548320097305775,3292408662320161063:6917548320097305775:00000003,MOBILE_APP,117
710203717021974063:5903689789781421774,710203717021974063:5903689789781421774:00000005,MOBILE_APP,117
3292404788259661770:4611705275987015249,3292404788259661770:4611705275987015249:00000003,MOBILE_APP,120
3292439543135014963:4611705299609327221,3292439543135014963:4611705299609327221:00000002,MOBILE_APP,120
3280156911627757566:6917556555697151558,3280156911627757566:6917556555697151558:00000009,MOBILE_APP,121
2775849495693030533:4622307080527851228,2775849495693030533:4622307080527851228:00000009,MOBILE_APP,121
3292402514074469158:4611705310883615850,3292402514074469158:4611705310883615850:00000006,MOBILE_APP,121
3292383863178992784:4611705268470813157,3292383863178992784:4611705268470813157:00000006,MOBILE_APP,121
3292404975090753913:6917548353920173640,3292404975090753913:6917548353920173640:00000006,MOBILE_APP,121
3131238174144569450:4611687152843247055,3131238174144569450:4611687152843247055:00000235,MOBILE_APP,121
3238825363300135788:6917530217347035580,3238825363300135788:6917530217347035580:00000093,MOBILE_APP,121
3278157338063475134:4611687583943044963,3278157338063475134:4611687583943044963:00000005,MOBILE_APP,121
3279762178361745077:4611705295314356800,3279762178361745077:4611705295314356800:00000016,MOBILE_APP,121
2163425149895938776:4530835640333441380,2163425149895938776:4530835640333441380:00000025,MOBILE_APP,121
3292392066566846961:4611687144245693689,3292392066566846961:4611687144245693689:00000004,MOBILE_APP,121
3292341310790823443:4611687195248429884,3292341310790823443:4611687195248429884:00000005,MOBILE_APP,121
3292390479576426798:4611687202227749260,3292390479576426798:4611687202227749260:00000002,MOBILE_APP,121
3243817637863985933:4611687226923826558,3243817637863985933:4611687226923826558:00000005,MOBILE_APP,121
3291664855589183854:6917530170639255317,3291664855589183854:6917530170639255317:00000007,MOBILE_APP,121
499155937194709260:179922700650735293,499155937194709260:179922700650735293:00000004,MOBILE_APP,122
3292388525366003657:4611705310883612438,3292388525366003657:4611705310883612438:00000004,MOBILE_APP,122
3292285628687004547:6917548309359911654,3292285628687004547:6917548309359911654:00000004,MOBILE_APP,122
3225203994779966742:6917530223252610140,3225203994779966742:6917530223252610140:00000004,MOBILE_APP,122
3241162559948581759:4611687152298773215,3241162559948581759:4611687152298773215:00001212,MOBILE_APP,122
8898259374768997396:7816174347543919798,8898259374768997396:7816174347543919798:00000128,MOBILE_APP,123
3292447965566185522:4611687160888690200,3292447965566185522:4611687160888690200:00000003,MOBILE_APP,125
3292418774820671940:4611705300146209482,3292418774820671940:4611705300146209482:00000006,MOBILE_APP,125
3292367937440283636:6917548398480458993,3292367937440283636:6917548398480458993:00000005,MOBILE_APP,126
3292377575347170834:4611687162499308802,3292377575347170834:4611687162499308802:00000003,MOBILE_APP,127
8845984011306840166:5869156509988324381,8845984011306840166:5869156509988324381:00000003,MOBILE_APP,131
3292366161471578787:6917530204462121672,3292366161471578787:6917530204462121672:00000004,MOBILE_APP,132
3819417790789497486:2292339633772961787,3819417790789497486:2292339633772961787:00000005,MOBILE_APP,139
3225031206097859596:4611705294240640452,3225031206097859596:4611705294240640452:00000028,MOBILE_APP,141
3292442583972175664:4611687144245691704,3292442583972175664:4611687144245691704:00000004,MOBILE_APP,142
3292379231056781534:4611705375308122703,3292379231056781534:4611705375308122703:00000005,MOBILE_APP,144
3292369638247310751:6917548277684503686,3292369638247310751:6917548277684503686:00000004,MOBILE_APP,144
8041483952790586702:204249865794471931,8041483952790586702:204249865794471931:00000004,MOBILE_APP,166
3292398899859795842:4611687151761888122,3292398899859795842:4611687151761888122:00000006,MOBILE_APP,175
3292383863178992784:4611705268470813157,3292383863178992784:4611705268470813157:00000008,MOBILE_APP,190
3292297796329354403:4611705319473550337,3292297796329354403:4611705319473550337:00000007,MOBILE_APP,201
3292400233446848943:4611705335042804091,3292400233446848943:4611705335042804091:00000004,MOBILE_APP,977
3292368781401629997:4611687162499301672,3292368781401629997:4611687162499301672:00000002,MOBILE_APP,210
4248510075598953158:6382889124081545807,4248510075598953158:6382889124081545807:00000002,MOBILE_APP,223
3279980162984690720:6917530222178864646,3279980162984690720:6917530222178864646:00000009,MOBILE_APP,51427
6197371670123620383:8629315669689242294,6197371670123620383:8629315669689242294:00000006,MOBILE_WEB,256
7588757286122832033:3040523418646627730,7588757286122832033:3040523418646627730:00000003,MOBILE_WEB,2
7221322262573841093:1461553415474431289,7221322262573841093:1461553415474431289:00000002,MOBILE_WEB,2
5618806409003087434:5235401221029530863,5618806409003087434:5235401221029530863:00000003,MOBILE_WEB,2
1453112927856457926:9000138643420641542,1453112927856457926:9000138643420641542:00000002,MOBILE_WEB,2
8739762446534380872:3195052700639507114,8739762446534380872:3195052700639507114:00000004,MOBILE_WEB,2
1405147111525370349:5681767817989267757,1405147111525370349:5681767817989267757:00000007,MOBILE_WEB,2
2932099741201930594:5929547035443968155,2932099741201930594:5929547035443968155:00000003,MOBILE_WEB,2
4654313654424895526:1272368705526439016,4654313654424895526:1272368705526439016:00000003,MOBILE_WEB,2
5558118390291726101:8057368819044103635,5558118390291726101:8057368819044103635:00000003,MOBILE_WEB,2
2519596470534059149:9133915832778949765,2519596470534059149:9133915832778949765:00000006,MOBILE_WEB,2
3842432214532196613:3385545081957692707,3842432214532196613:3385545081957692707:00000002,MOBILE_WEB,2
8406377260066838424:6647835100152948159,8406377260066838424:6647835100152948159:00000002,MOBILE_WEB,2
8252432501692218974:6281088247585785347,8252432501692218974:6281088247585785347:00000005,MOBILE_WEB,2
8351920138226044944:1190604930065222772,8351920138226044944:1190604930065222772:00000009,MOBILE_WEB,2
6848110267523189994:5041938139730077340,6848110267523189994:5041938139730077340:00000002,MOBILE_WEB,2
5978576647910745704:6178692119887139155,5978576647910745704:6178692119887139155:00000002,MOBILE_WEB,2
3388114054668530426:798627888653320253,3388114054668530426:798627888653320253:00000002,MOBILE_WEB,2
579562736550212802:7623959814081883331,579562736550212802:7623959814081883331:00000002,MOBILE_WEB,2
7432940925576925862:437859742632393860,7432940925576925862:437859742632393860:00000002,MOBILE_WEB,2
3928528883235445062:1769768971915369261,3928528883235445062:1769768971915369261:00000003,MOBILE_WEB,2
4024784356007962120:2726001084791823923,4024784356007962120:2726001084791823923:00000002,MOBILE_WEB,2
3185315316337353609:5257116626467913376,3185315316337353609:5257116626467913376:00000002,MOBILE_WEB,2
273753872339406796:9216925126356678998,273753872339406796:9216925126356678998:00000002,MOBILE_WEB,2
5408865149905235255:5814015600745055057,5408865149905235255:5814015600745055057:00000005,MOBILE_WEB,2
723573398400264121:7385983950836992487,723573398400264121:7385983950836992487:00000003,MOBILE_WEB,2
848850342209302619:3628641010669793619,848850342209302619:3628641010669793619:00000010,MOBILE_WEB,3
7904958530314438214:2455220861809909193,7904958530314438214:2455220861809909193:00000004,MOBILE_WEB,3
5994515248648247260:3370102902758046306,5994515248648247260:3370102902758046306:00000003,MOBILE_WEB,3
7550761650822527530:1529144698382432096,7550761650822527530:1529144698382432096:00000011,MOBILE_WEB,3
9001505654695608839:5301829731246515433,9001505654695608839:5301829731246515433:00000004,MOBILE_WEB,3
7698417152833623047:5786648041915487963,7698417152833623047:5786648041915487963:00000006,MOBILE_WEB,3
27572161321442015:4199788158917780504,27572161321442015:4199788158917780504:00000005,MOBILE_WEB,3
2154812708198624410:8401915890228493320,2154812708198624410:8401915890228493320:00000002,MOBILE_WEB,3
1724214510701497118:2461009884583485571,1724214510701497118:2461009884583485571:00000002,MOBILE_WEB,3
1388139750440895993:7761767258378844362,1388139750440895993:7761767258378844362:00000002,MOBILE_WEB,3
3164696105999784161:8385235108464174179,3164696105999784161:8385235108464174179:00000003,MOBILE_WEB,3
512752630096499035:8952416036621942053,512752630096499035:8952416036621942053:00000004,MOBILE_WEB,3
2917367191639098022:6099650341586244375,2917367191639098022:6099650341586244375:00000007,MOBILE_WEB,3
7002218685478538959:8178153222997953825,7002218685478538959:8178153222997953825:00000002,MOBILE_WEB,3
551885826791267164:4329413436787098350,551885826791267164:4329413436787098350:00000003,MOBILE_WEB,3
7247678225725482108:7288740141275323573,7247678225725482108:7288740141275323573:00000003,MOBILE_WEB,3
4668812663931756665:4665095664638458047,4668812663931756665:4665095664638458047:00000005,MOBILE_WEB,3
4611865081424568163:699155117192970329,4611865081424568163:699155117192970329:00000025,MOBILE_WEB,3
3362616197696742315:1646081072844943575,3362616197696742315:1646081072844943575:00000003,MOBILE_WEB,3
7004244562015140243:8793904271434618692,7004244562015140243:8793904271434618692:00000002,MOBILE_WEB,3
8218722939006605460:1393113533368716005,8218722939006605460:1393113533368716005:00000002,MOBILE_WEB,3
190892687742651018:3104454720065314289,190892687742651018:3104454720065314289:00000002,MOBILE_WEB,3
2324325899443782312:6750045181530046769,2324325899443782312:6750045181530046769:00000005,MOBILE_WEB,3
6523548239772027008:1847143573345634380,6523548239772027008:1847143573345634380:00000004,MOBILE_WEB,3
2374710674476854043:3737947776461219483,2374710674476854043:3737947776461219483:00000002,MOBILE_WEB,3
3771836842321732380:9046497093554441317,3771836842321732380:9046497093554441317:00000002,MOBILE_WEB,3
4707895861149008823:6618456495722092016,4707895861149008823:6618456495722092016:00000005,MOBILE_WEB,3
5714241725968090828:156063606323059295,5714241725968090828:156063606323059295:00000001,MOBILE_WEB,3
2587509935480545464:97478183739272755,2587509935480545464:97478183739272755:00000006,MOBILE_WEB,3
5152028447980480379:4840977173629842698,5152028447980480379:4840977173629842698:00000007,MOBILE_WEB,3
5841354343761176239:4851781331302226825,5841354343761176239:4851781331302226825:00000007,MOBILE_WEB,3
7290468477743257194:6631619059233332746,7290468477743257194:6631619059233332746:00000005,MOBILE_WEB,3
2149532877683847372:2447597604730525558,2149532877683847372:2447597604730525558:00000004,MOBILE_WEB,3
6133327199108762067:3136166006193983822,6133327199108762067:3136166006193983822:00000003,MOBILE_WEB,3
3927641278514375917:5864918203029920081,3927641278514375917:5864918203029920081:00000002,MOBILE_WEB,3
4657560327692542721:4587130859491042426,4657560327692542721:4587130859491042426:00000005,MOBILE_WEB,3
1441077918336219415:7574150162879079430,1441077918336219415:7574150162879079430:00000003,MOBILE_WEB,3
4960705414869959193:6060068510970967964,4960705414869959193:6060068510970967964:00000003,MOBILE_WEB,3
7716930458099781494:109467425992577979,7716930458099781494:109467425992577979:00000003,MOBILE_WEB,3
4932122745006613035:6547486948609035817,4932122745006613035:6547486948609035817:00000004,MOBILE_WEB,3
874505383077650728:4156948524431033148,874505383077650728:4156948524431033148:00000002,MOBILE_WEB,3
1772727664284242808:5297432838040324792,1772727664284242808:5297432838040324792:00000002,MOBILE_WEB,3
31507418931489333:6747719965767291674,31507418931489333:6747719965767291674:00000005,MOBILE_WEB,3
9207576528921053888:9188411599957493609,9207576528921053888:9188411599957493609:00000002,MOBILE_WEB,3
2086418704313061333:4675805404411273901,2086418704313061333:4675805404411273901:00000005,MOBILE_WEB,3
2933382436733850066:4056612868394004981,2933382436733850066:4056612868394004981:00000002,MOBILE_WEB,3
2067029231630803538:4453339442654843437,2067029231630803538:4453339442654843437:00000004,MOBILE_WEB,3
7546656886426589692:8228125372391233256,7546656886426589692:8228125372391233256:00000003,MOBILE_WEB,3
924332402456591237:6136915375566808195,924332402456591237:6136915375566808195:00000003,MOBILE_WEB,3
2116714042158142301:1038209363148616834,2116714042158142301:1038209363148616834:00000010,MOBILE_WEB,3
8641005131900735533:5797911880045802206,8641005131900735533:5797911880045802206:00000003,MOBILE_WEB,3
2504318267670142597:4196604661189848750,2504318267670142597:4196604661189848750:00000004,MOBILE_WEB,3
2302330323057017619:8134087464191874245,2302330323057017619:8134087464191874245:00000003,MOBILE_WEB,3
6111895282435439017:2041733431733999507,6111895282435439017:2041733431733999507:00000004,MOBILE_WEB,3
4775363830065529846:5927973699160593155,4775363830065529846:5927973699160593155:00000002,MOBILE_WEB,3
4454201586630626623:7944952968981898836,4454201586630626623:7944952968981898836:00000006,MOBILE_WEB,3
2101603122940613236:3109068191413497613,2101603122940613236:3109068191413497613:00000003,MOBILE_WEB,3
8746749598666576727:3597410322572984239,8746749598666576727:3597410322572984239:00000003,MOBILE_WEB,3
1778661394645137486:7557246045458676947,1778661394645137486:7557246045458676947:00000004,MOBILE_WEB,3
690573110066462648:776081977454285689,690573110066462648:776081977454285689:00000002,MOBILE_WEB,3
7002218685478538959:8178153222997953825,7002218685478538959:8178153222997953825:00000003,MOBILE_WEB,3
4394786064137802519:1271031965526658880,4394786064137802519:1271031965526658880:00000003,MOBILE_WEB,3
3506256668358943317:1824171118383933324,3506256668358943317:1824171118383933324:00000004,MOBILE_WEB,3
323899700132940868:705407012269558335,323899700132940868:705407012269558335:00000003,MOBILE_WEB,3
13281293934993664:2519943610234529776,13281293934993664:2519943610234529776:00000009,MOBILE_WEB,3
6113154239134561845:1624291052568642699,6113154239134561845:1624291052568642699:00000003,MOBILE_WEB,3
3412763598166340557:3113978606379976708,3412763598166340557:3113978606379976708:00000002,MOBILE_WEB,3
761464783946840947:5380327379468124355,761464783946840947:5380327379468124355:00000003,MOBILE_WEB,3
8691164149167735283:6111356048026472924,8691164149167735283:6111356048026472924:00000005,MOBILE_WEB,3
1032563466906477662:3549347271917427592,1032563466906477662:3549347271917427592:00000003,MOBILE_WEB,3
2114933392763239532:6251407002029482944,2114933392763239532:6251407002029482944:00000005,MOBILE_WEB,3
