device_id,visit_id,platform,video_seconds_spent
7396539823595188889:4820219189945160577,7396539823595188889:4820219189945160577:00000003,DESKTOP,17
2869039836002882550:7124480520436683715,2869039836002882550:7124480520436683715:00000004,DESKTOP,17
6019233082843573516:2975768285460511873,6019233082843573516:2975768285460511873:00000003,DESKTOP,17
6405834215275676520:4990133763998690099,6405834215275676520:4990133763998690099:00000002,DESKTOP,17
8686231001879749972:6998713202778241286,8686231001879749972:6998713202778241286:00000002,DESKTOP,18
8121323784717360500:2488603766901825540,8121323784717360500:2488603766901825540:00000003,DESKTOP,18
1417538822998455135:8469472496127542219,1417538822998455135:8469472496127542219:00000003,DESKTOP,18
6578728373499931080:7194986410302874661,6578728373499931080:7194986410302874661:00000006,DESKTOP,18
320369784796705175:945287143538647223,320369784796705175:945287143538647223:00000004,DESKTOP,18
5098172305559009660:7877389749785300519,5098172305559009660:7877389749785300519:00000005,DESKTOP,18
8731625462507601516:2362906546610634534,8731625462507601516:2362906546610634534:00000004,DESKTOP,18
4966451664353682942:5770208933377124047,4966451664353682942:5770208933377124047:00000002,DESKTOP,18
7819232271527814495:7542324678388464033,7819232271527814495:7542324678388464033:00000004,DESKTOP,18
4046650883571842275:8537340147338248139,4046650883571842275:8537340147338248139:00000002,DESKTOP,18
7618786005728507342:239655078561036498,7618786005728507342:239655078561036498:00000010,DESKTOP,18
8800982763825392291:445990386658128371,8800982763825392291:445990386658128371:00000009,DESKTOP,18
6189194980961474119:554129009310716185,6189194980961474119:554129009310716185:00000004,DESKTOP,18
192083916502469406:4948689009089574124,192083916502469406:4948689009089574124:00000003,DESKTOP,18
8195834454918337502:5536246098516358333,8195834454918337502:5536246098516358333:00000003,DESKTOP,18
5596395166339863210:7837014766507606551,5596395166339863210:7837014766507606551:00000005,DESKTOP,18
5656513385899817021:2483035843248048205,5656513385899817021:2483035843248048205:00000005,DESKTOP,18
2229388566314304601:6996054136506538551,2229388566314304601:6996054136506538551:00000005,DESKTOP,18
5396927668791021837:900428997449499446,5396927668791021837:900428997449499446:00000005,DESKTOP,18
8155192817523124606:3354693068046327924,8155192817523124606:3354693068046327924:00000003,DESKTOP,18
5387084152523794799:1188403787278764334,5387084152523794799:1188403787278764334:00000019,DESKTOP,18
508477176937460830:4331995224312906140,508477176937460830:4331995224312906140:00000006,DESKTOP,18
6148889267502324664:3206125798916310036,6148889267502324664:3206125798916310036:00000003,DESKTOP,18
9070792687842573516:5941791012384215682,9070792687842573516:5941791012384215682:00000005,DESKTOP,18
8588804386861228751:6785489346608278162,8588804386861228751:6785489346608278162:00000005,DESKTOP,18
1835728260350821126:8023167880670870793,1835728260350821126:8023167880670870793:00000003,DESKTOP,18
1884059417593903783:2534915541927148394,1884059417593903783:2534915541927148394:00000003,DESKTOP,18
1730925939303463771:4883289023156614154,1730925939303463771:4883289023156614154:00000005,DESKTOP,18
4266418891087886732:2265688699382503386,4266418891087886732:2265688699382503386:00000003,DESKTOP,18
5221976315458603658:3064829646254481397,5221976315458603658:3064829646254481397:00000002,DESKTOP,18
7917379998052587946:8856562398253668400,7917379998052587946:8856562398253668400:00000006,DESKTOP,18
8408862872717205883:4962085969299772962,8408862872717205883:4962085969299772962:00000002,DESKTOP,18
4109596844843765349:4533295222453406989,4109596844843765349:4533295222453406989:00000002,DESKTOP,18
7391411952406496737:5780760882272613828,7391411952406496737:5780760882272613828:00000004,DESKTOP,18
7385522729169351677:8887834063821946999,7385522729169351677:8887834063821946999:00000002,DESKTOP,18
650590936059814329:1425015386175245629,650590936059814329:1425015386175245629:00000003,DESKTOP,18
8322143750916214816:7167669724156891669,8322143750916214816:7167669724156891669:00000005,DESKTOP,18
5835910764139112889:2519236906617073376,5835910764139112889:2519236906617073376:00000003,DESKTOP,18
1346965266038322921:3589493459962920054,1346965266038322921:3589493459962920054:00000002,DESKTOP,18
6076971957057698775:5202772100239632455,6076971957057698775:5202772100239632455:00000003,DESKTOP,18
8502449319039656506:3276251259583069825,8502449319039656506:3276251259583069825:00000002,DESKTOP,18
5228698297569830741:7230515665757675356,5228698297569830741:7230515665757675356:00000006,DESKTOP,18
1245802125758159093:4415832390756152549,1245802125758159093:4415832390756152549:00000004,DESKTOP,18
5757570905853715422:1679093567480432237,5757570905853715422:1679093567480432237:00000002,DESKTOP,18
3043968351535364899:4828692018150311741,3043968351535364899:4828692018150311741:00000002,DESKTOP,18
1209101708749111831:2239565771271380218,1209101708749111831:2239565771271380218:00000002,DESKTOP,18
1481813749705768816:2121270742119224503,1481813749705768816:2121270742119224503:00000003,DESKTOP,18
7394425835780737744:2635911219597977209,7394425835780737744:2635911219597977209:00000003,DESKTOP,18
8862421273657097174:3851728826283965335,8862421273657097174:3851728826283965335:00000002,DESKTOP,18
718679410302831595:5583333253728971181,718679410302831595:5583333253728971181:00000003,DESKTOP,18
7102754827168098633:1920560848018542399,7102754827168098633:1920560848018542399:00000003,DESKTOP,18
7629743896283279024:1374035120218928172,7629743896283279024:1374035120218928172:00000002,DESKTOP,18
2881154018167762801:6505358881896017664,2881154018167762801:6505358881896017664:00000003,DESKTOP,18
9071813282665850156:3828505479918524607,9071813282665850156:3828505479918524607:00000003,DESKTOP,18
7853515121482384857:4470966238268675816,7853515121482384857:4470966238268675816:00000003,DESKTOP,18
7062426997752439177:1591007192212116665,7062426997752439177:1591007192212116665:00000004,DESKTOP,18
935874699533003069:272938741441165227,935874699533003069:272938741441165227:00000003,DESKTOP,18
8702095085823775355:6493667608826106412,8702095085823775355:6493667608826106412:00000002,DESKTOP,18
6911183966755808596:2342004655511925519,6911183966755808596:2342004655511925519:00000008,DESKTOP,18
7969760677259131663:7083756920911838459,7969760677259131663:7083756920911838459:00000004,DESKTOP,18
1570428292237039230:6733918505484347325,1570428292237039230:6733918505484347325:00000006,DESKTOP,18
3798319386693090313:1929591444704654859,3798319386693090313:1929591444704654859:00000003,DESKTOP,18
6470600821627720967:7317771812520002533,6470600821627720967:7317771812520002533:00000002,DESKTOP,18
228862232819862143:7205859612112073717,228862232819862143:7205859612112073717:00000002,DESKTOP,18
1824312796484511414:3706171092052244175,1824312796484511414:3706171092052244175:00000008,DESKTOP,18
8218495139719413728:358421048758449177,8218495139719413728:358421048758449177:00000005,DESKTOP,18
3451079525134558376:4818927919437042898,3451079525134558376:4818927919437042898:00000002,DESKTOP,18
1784182677035964302:7751514410838978196,1784182677035964302:7751514410838978196:00000002,DESKTOP,18
4550104845990751213:2069793025477918400,4550104845990751213:2069793025477918400:00000004,DESKTOP,18
8613336335808365026:6304230445111791294,8613336335808365026:6304230445111791294:00000003,DESKTOP,18
7026680729899211590:637010627102480453,7026680729899211590:637010627102480453:00000004,DESKTOP,18
1971765766741777997:2879842243657469803,1971765766741777997:2879842243657469803:00000007,DESKTOP,18
4317781492919579409:2559713297636646549,4317781492919579409:2559713297636646549:00000002,DESKTOP,18
5186980306153922078:8725920139216269765,5186980306153922078:8725920139216269765:00000012,DESKTOP,18
5404691937346162192:1340114522658670961,5404691937346162192:1340114522658670961:00000003,DESKTOP,18
9150473326739369291:6241539051686304688,9150473326739369291:6241539051686304688:00000005,DESKTOP,18
166923651793732245:146488653045270855,166923651793732245:146488653045270855:00000004,DESKTOP,18
6952988687578258074:6404775916929545559,6952988687578258074:6404775916929545559:00000002,DESKTOP,18
4047608651780851122:6850155946375624510,4047608651780851122:6850155946375624510:00000005,DESKTOP,18
1668703702653460196:2750760820583691041,1668703702653460196:2750760820583691041:00000003,DESKTOP,18
2404129986817417771:7934484858590501237,2404129986817417771:7934484858590501237:00000004,DESKTOP,18
4920855368977850255:1572180816101674541,4920855368977850255:1572180816101674541:00000005,DESKTOP,18
94291713720793443:4751817134293074793,94291713720793443:4751817134293074793:00000003,DESKTOP,18
2481069889743406463:4284811197442770687,2481069889743406463:4284811197442770687:00000016,DESKTOP,18
3089062552380803537:7313805099823012251,3089062552380803537:7313805099823012251:00000003,DESKTOP,18
562194335150036869:4031639591731136619,562194335150036869:4031639591731136619:00000005,DESKTOP,18
2305669119104561965:2858418290075212990,2305669119104561965:2858418290075212990:00000002,DESKTOP,18
676226372704366950:7486026263095636620,676226372704366950:7486026263095636620:00000002,DESKTOP,18
6464361825959256069:6205455175091577031,6464361825959256069:6205455175091577031:00000002,DESKTOP,18
4941864618469433675:8133802956692671672,4941864618469433675:8133802956692671672:00000002,DESKTOP,18
527352414035287930:6347072169398909509,527352414035287930:6347072169398909509:00000002,DESKTOP,18
3015596783568926001:7017347273806666592,3015596783568926001:7017347273806666592:00000003,DESKTOP,18
3393080807916236576:1557034195877481664,3393080807916236576:1557034195877481664:00000002,DESKTOP,18
1913061373326078451:535159878922176086,1913061373326078451:535159878922176086:00000004,DESKTOP,18
1164089160877520821:753381701322128656,1164089160877520821:753381701322128656:00000002,DESKTOP,18
8862077963246230727:8366785005849630656,8862077963246230727:8366785005849630656:00000004,DESKTOP,18
8673592000252586815:3596310761354824667,8673592000252586815:3596310761354824667:00000003,DESKTOP,18
2438252826286775695:5081192048290653108,2438252826286775695:5081192048290653108:00000002,DESKTOP,18
4449162078116575844:6183059025098579889,4449162078116575844:6183059025098579889:00000005,DESKTOP,18
921931834568188953:7128224181806658982,921931834568188953:7128224181806658982:00000002,DESKTOP,18
5533935542656395220:8537965224047581346,5533935542656395220:8537965224047581346:00000002,DESKTOP,18
553517570324777445:6803349486851046997,553517570324777445:6803349486851046997:00000004,DESKTOP,18
4395339733852219683:1429122760148955307,4395339733852219683:1429122760148955307:00000003,DESKTOP,18
1278004690220278814:4254671733754357797,1278004690220278814:4254671733754357797:00000003,DESKTOP,18
6806230571857725229:5551654063890452691,6806230571857725229:5551654063890452691:00000006,DESKTOP,18
6006008565343405244:2837730732090222289,6006008565343405244:2837730732090222289:00000007,DESKTOP,18
5015438782329288441:6537000600953895573,5015438782329288441:6537000600953895573:00000005,DESKTOP,18
7461682223899591927:2495279207332233393,7461682223899591927:2495279207332233393:00000005,DESKTOP,18
261524109595532455:7236501934580051250,261524109595532455:7236501934580051250:00000002,DESKTOP,18
8729214551278607362:8734406453940095370,8729214551278607362:8734406453940095370:00000004,DESKTOP,18
9107895638708806469:7005746656511478179,9107895638708806469:7005746656511478179:00000005,DESKTOP,18
727006526367894338:8096651533199682677,727006526367894338:8096651533199682677:00000004,DESKTOP,18
2489801553285830706:7586428148375411423,2489801553285830706:7586428148375411423:00000002,DESKTOP,18
8053902847497345760:2506330011813380061,8053902847497345760:2506330011813380061:00000002,DESKTOP,18
270123026237745708:4827202663951087101,270123026237745708:4827202663951087101:00000004,DESKTOP,18
2108830487230035236:6868953353154604158,2108830487230035236:6868953353154604158:00000002,DESKTOP,18
3679394502127762898:8497395973170170494,3679394502127762898:8497395973170170494:00000011,DESKTOP,18
3928104901724848967:2450825831574382693,3928104901724848967:2450825831574382693:00000009,DESKTOP,18
7415578866002780391:5776760371163758286,7415578866002780391:5776760371163758286:00000007,DESKTOP,18
5668796519373371864:833303855541604298,5668796519373371864:833303855541604298:00000005,DESKTOP,18
1187006351985966694:6405731056970724144,1187006351985966694:6405731056970724144:00000002,DESKTOP,18
4026029727869203550:307178646384115520,4026029727869203550:307178646384115520:00000003,DESKTOP,18
2674378702353217:6019307215729288833,2674378702353217:6019307215729288833:00000002,DESKTOP,18
5414554565841642669:2937942866806521354,5414554565841642669:2937942866806521354:00000001,DESKTOP,18
2679557628807630805:1675645529955113490,2679557628807630805:1675645529955113490:00000002,DESKTOP,18
8972816378002986395:7844261690792924832,8972816378002986395:7844261690792924832:00000003,DESKTOP,18
4683973348968983234:5010689284930377535,4683973348968983234:5010689284930377535:00000003,DESKTOP,18
822409268063862711:3187036386445641234,822409268063862711:3187036386445641234:00000003,DESKTOP,18
7675183773545442176:2230274145726220535,7675183773545442176:2230274145726220535:00000002,DESKTOP,18
3542838099491600813:1113500449147485400,3542838099491600813:1113500449147485400:00000004,DESKTOP,18
6303058483690309079:8329717281880048746,6303058483690309079:8329717281880048746:00000003,DESKTOP,18
3338820097913028939:5973765501735091312,3338820097913028939:5973765501735091312:00000003,DESKTOP,18
7235827406606958737:1719252016295256289,7235827406606958737:1719252016295256289:00000014,DESKTOP,18
3568689612131460281:3851292886026548802,3568689612131460281:3851292886026548802:00000003,DESKTOP,18
9123052376356068250:8711706185512855026,9123052376356068250:8711706185512855026:00000003,DESKTOP,18
4585251275804343466:437240931895029865,4585251275804343466:437240931895029865:00000002,DESKTOP,18
5620609227905508983:8701515528700722515,5620609227905508983:8701515528700722515:00000063,DESKTOP,18
4062447227918257443:5226461011315746326,4062447227918257443:5226461011315746326:00000002,DESKTOP,18
626324454348013687:82609626686640742,626324454348013687:82609626686640742:00000002,DESKTOP,18
8688909984688932929:2557458648740429832,8688909984688932929:2557458648740429832:00000002,DESKTOP,18
299567323732814198:2596076722225762234,299567323732814198:2596076722225762234:00000003,DESKTOP,18
478090254499096286:7476000302406979895,478090254499096286:7476000302406979895:00000002,DESKTOP,18
8946563989163980698:8457219944149543561,8946563989163980698:8457219944149543561:00000003,DESKTOP,18
4883601114702937115:4084139984859276611,4883601114702937115:4084139984859276611:00000005,DESKTOP,18
826005775904012748:840169801998108541,826005775904012748:840169801998108541:00000002,DESKTOP,18
8447132016321392122:2333775951992091399,8447132016321392122:2333775951992091399:00000002,DESKTOP,18
727006526367894338:8096651533199682677,727006526367894338:8096651533199682677:00000003,DESKTOP,18
1418501124796326383:5302229641674011644,1418501124796326383:5302229641674011644:00000004,DESKTOP,18
9107895638708806469:7005746656511478179,9107895638708806469:7005746656511478179:00000006,DESKTOP,18
8172040890194345902:4500439768660272641,8172040890194345902:4500439768660272641:00000002,DESKTOP,18
78335546350872869:4192910400475574686,78335546350872869:4192910400475574686:00000003,DESKTOP,19
4088211682884609665:29039899741097437,4088211682884609665:29039899741097437:00000002,DESKTOP,19
417702964284868864:5068803146443884973,417702964284868864:5068803146443884973:00000002,DESKTOP,19
1018987664851234052:4857254697821609240,1018987664851234052:4857254697821609240:00000003,DESKTOP,19
2250886115497717813:6759738036072392122,2250886115497717813:6759738036072392122:00000004,DESKTOP,19
210062708114012863:1548546181302645810,210062708114012863:1548546181302645810:00000002,DESKTOP,19
6968150475404151409:2175214888078891944,6968150475404151409:2175214888078891944:00000002,DESKTOP,19
5090884609242731343:4210019051778009832,5090884609242731343:4210019051778009832:00000012,DESKTOP,19
545007524409913329:4705266720821512204,545007524409913329:4705266720821512204:00000004,DESKTOP,19
5656513385899817021:2483035843248048205,5656513385899817021:2483035843248048205:00000003,DESKTOP,19
6380942483607469631:5999997819823226736,6380942483607469631:5999997819823226736:00000002,DESKTOP,19
3584304500879483671:2313145886279715683,3584304500879483671:2313145886279715683:00000019,DESKTOP,19
8887386439931766101:780223335159938135,8887386439931766101:780223335159938135:00000003,DESKTOP,20
1776504536878028985:1298057596435465338,1776504536878028985:1298057596435465338:00000002,DESKTOP,20
3244230876156699634:236935460759321630,3244230876156699634:236935460759321630:00000003,DESKTOP,20
6960886056217904641:8216722938979205320,6960886056217904641:8216722938979205320:00000002,DESKTOP,20
4260459108399492299:8509271906828339638,4260459108399492299:8509271906828339638:00000010,DESKTOP,20
2123084325411956325:2598770737819901001,2123084325411956325:2598770737819901001:00000002,DESKTOP,20
5920595137158491501:6635665123003601131,5920595137158491501:6635665123003601131:00000002,DESKTOP,20
8547050337822093989:5033535531106927193,8547050337822093989:5033535531106927193:00000006,DESKTOP,20
5567515608777612321:1684873130479004550,5567515608777612321:1684873130479004550:00000007,DESKTOP,20
4485996887424871698:8357377272947318573,4485996887424871698:8357377272947318573:00000002,DESKTOP,20
5662466747379285536:7556658745360158769,5662466747379285536:7556658745360158769:00000002,DESKTOP,20
8401407370144954596:1522145453397096360,8401407370144954596:1522145453397096360:00000023,DESKTOP,20
2978489412500139210:2201589814765793471,2978489412500139210:2201589814765793471:00000019,DESKTOP,20
5954848309234858661:7787498312274364042,5954848309234858661:7787498312274364042:00000002,DESKTOP,20
3728402249691817088:9192518096699469117,3728402249691817088:9192518096699469117:00000004,DESKTOP,20
2945620795681785106:8186276038788496905,2945620795681785106:8186276038788496905:00000002,DESKTOP,20
7078372739309406176:1735365135549310423,7078372739309406176:1735365135549310423:00000008,DESKTOP,20
6264423784097392266:8542725019293941263,6264423784097392266:8542725019293941263:00000002,DESKTOP,20
137104512036587295:5757041737113077183,137104512036587295:5757041737113077183:00000002,DESKTOP,20
25291924151768756:8089375296672723306,25291924151768756:8089375296672723306:00000002,DESKTOP,20
3952338639280631622:2580573313257399594,3952338639280631622:2580573313257399594:00000002,DESKTOP,20
3433753653165085991:2901549716547012130,3433753653165085991:2901549716547012130:00000007,DESKTOP,20
7725715164267425765:1179799138648995880,7725715164267425765:1179799138648995880:00000003,DESKTOP,20
3626868179335344679:6168296021537700963,3626868179335344679:6168296021537700963:00000002,DESKTOP,20
8850076982078875146:5710642979103826549,8850076982078875146:5710642979103826549:00000003,DESKTOP,20
757897031433333552:3750344485692640297,757897031433333552:3750344485692640297:00000002,DESKTOP,20
9055615523281668645:1690096514725509775,9055615523281668645:1690096514725509775:00000002,DESKTOP,20
3881595498612209018:4353000293478226242,3881595498612209018:4353000293478226242:00000004,DESKTOP,20
2964901518716753363:2135399183880486768,2964901518716753363:2135399183880486768:00000002,DESKTOP,532
8159021888501437179:7134783154232929778,8159021888501437179:7134783154232929778:00000003,DESKTOP,21
2610241517339984982:1946531945157447811,2610241517339984982:1946531945157447811:00000002,DESKTOP,21
8438105017330763204:5763204090160545955,8438105017330763204:5763204090160545955:00000003,DESKTOP,21
2225012618882430980:1017209746217699631,2225012618882430980:1017209746217699631:00000003,DESKTOP,21
5484836204048189719:6033202396243395861,5484836204048189719:6033202396243395861:00000004,DESKTOP,21
7191599924948854365:6160172509221240130,7191599924948854365:6160172509221240130:00000003,DESKTOP,21
154744849600045399:3588389822064071097,154744849600045399:3588389822064071097:00000006,DESKTOP,21
3142666684907676506:7796812217564635275,3142666684907676506:7796812217564635275:00000004,DESKTOP,21
412482233868643796:7701015575968207490,412482233868643796:7701015575968207490:00000004,DESKTOP,21
2270426907262354482:658184841355923514,2270426907262354482:658184841355923514:00000004,DESKTOP,21
3620954240470905818:6387937516626323006,3620954240470905818:6387937516626323006:00000002,DESKTOP,21
7227692524484767095:7353450759719815462,7227692524484767095:7353450759719815462:00000003,DESKTOP,21
8690036489113363045:1326910305999961001,8690036489113363045:1326910305999961001:00000004,DESKTOP,277
4077393926752460602:6998618192623219051,4077393926752460602:6998618192623219051:00000002,DESKTOP,22
3403016454576505340:4604878058206543529,3403016454576505340:4604878058206543529:00000002,DESKTOP,22
8142676290190438560:8244764679709493331,8142676290190438560:8244764679709493331:00000002,DESKTOP,22
3383893811510865366:5665861189167680631,3383893811510865366:5665861189167680631:00000005,DESKTOP,22
1704275187890898436:4940626537196433769,1704275187890898436:4940626537196433769:00000003,DESKTOP,23
339920645458635756:8170575247619792354,339920645458635756:8170575247619792354:00000002,DESKTOP,23
5140071700453193561:1578395125129509390,5140071700453193561:1578395125129509390:00000002,DESKTOP,23
6721174060257423909:2491261159346699423,6721174060257423909:2491261159346699423:00000011,DESKTOP,23
7658287032575122247:7352736491142718196,7658287032575122247:7352736491142718196:00000003,DESKTOP,23
791471531545529898:544709171697901478,791471531545529898:544709171697901478:00000006,DESKTOP,24
1274888656267240118:4191427714261522903,1274888656267240118:4191427714261522903:00000012,DESKTOP,24
791471531545529898:544709171697901478,791471531545529898:544709171697901478:00000007,DESKTOP,24
7122600804823217936:4914441763909917840,7122600804823217936:4914441763909917840:00000005,DESKTOP,24
791471531545529898:544709171697901478,791471531545529898:544709171697901478:00000009,DESKTOP,24
791471531545529898:544709171697901478,791471531545529898:544709171697901478:00000008,DESKTOP,24
791471531545529898:544709171697901478,791471531545529898:544709171697901478:00000010,DESKTOP,24
7764772700345029048:3729032147260849585,7764772700345029048:3729032147260849585:00000004,DESKTOP,25
948080859541037904:8759791453802073007,948080859541037904:8759791453802073007:00000003,DESKTOP,25
6546098792829861938:2279245040274469515,6546098792829861938:2279245040274469515:00000006,DESKTOP,25
3761734500120890161:5002124588853299698,3761734500120890161:5002124588853299698:00000003,DESKTOP,25
907983525892998189:6132024351160654751,907983525892998189:6132024351160654751:00000002,DESKTOP,26
2652881872298328448:4435021200470440147,2652881872298328448:4435021200470440147:00000002,DESKTOP,26
6965336881399312721:6897518145313825551,6965336881399312721:6897518145313825551:00000006,DESKTOP,26
3661783728881278243:7685833115375163288,3661783728881278243:7685833115375163288:00000003,DESKTOP,26
2021128672056750938:6513373058697741262,2021128672056750938:6513373058697741262:00000006,DESKTOP,26
8966831287159571243:1487119772345736820,8966831287159571243:1487119772345736820:00000002,DESKTOP,26
9135151032258435451:2040332683878600602,9135151032258435451:2040332683878600602:00000003,DESKTOP,26
2926276095819538025:6624079291145757240,2926276095819538025:6624079291145757240:00000002,DESKTOP,27
2021128672056750938:6513373058697741262,2021128672056750938:6513373058697741262:00000005,DESKTOP,27
4316190400417747257:8438002278626592242,4316190400417747257:8438002278626592242:00000002,DESKTOP,27
3082568095349334131:8670211358932799712,3082568095349334131:8670211358932799712:00000002,DESKTOP,27
5753924442765026853:7259493215425395133,5753924442765026853:7259493215425395133:00000010,DESKTOP,27
2071096158106786681:4334643064383449795,2071096158106786681:4334643064383449795:00000008,DESKTOP,27
2980155848327829822:5072750331665668433,2980155848327829822:5072750331665668433:00000002,DESKTOP,27
3458996908615893574:2797459909785063033,3458996908615893574:2797459909785063033:00000002,DESKTOP,28
1048389954117451512:2962892256200536400,1048389954117451512:2962892256200536400:00000002,DESKTOP,28
3881463697577385063:3109725988944277454,3881463697577385063:3109725988944277454:00000005,DESKTOP,284
8995284052995252650:1404450235385994559,8995284052995252650:1404450235385994559:00000002,DESKTOP,29
1420038220244709959:2788546368157569620,1420038220244709959:2788546368157569620:00000003,DESKTOP,29
1852737509669954468:5285503405500603727,1852737509669954468:5285503405500603727:00000003,DESKTOP,29
1750708387087520926:1069190393067653505,1750708387087520926:1069190393067653505:00000002,DESKTOP,30
9073902838657295075:1357732132566925066,9073902838657295075:1357732132566925066:00000002,DESKTOP,30
2993598589928386941:7276225388111124305,2993598589928386941:7276225388111124305:00000004,DESKTOP,30
2645611001107218006:6431501845750906693,2645611001107218006:6431501845750906693:00000002,DESKTOP,30
5425214056421287375:2557532532555402765,5425214056421287375:2557532532555402765:00000002,DESKTOP,30
3050879273305039894:845504223996279258,3050879273305039894:845504223996279258:00000004,DESKTOP,30
6688267737767566024:1549066545737825124,6688267737767566024:1549066545737825124:00000002,DESKTOP,30
8613102342969062253:2007962931613333634,8613102342969062253:2007962931613333634:00000002,DESKTOP,30
2926063630672905793:7850907963983994612,2926063630672905793:7850907963983994612:00000002,DESKTOP,30
4839879495238121153:951991082533787870,4839879495238121153:951991082533787870:00000002,DESKTOP,30
7506686456563113071:2811686010859966387,7506686456563113071:2811686010859966387:00000086,DESKTOP,30
1167315458122503531:7717315018459079213,1167315458122503531:7717315018459079213:00000003,DESKTOP,30
583788270413776085:2795888844987603193,583788270413776085:2795888844987603193:00000002,DESKTOP,30
2501658216462103296:2568111362486510536,2501658216462103296:2568111362486510536:00000002,DESKTOP,30
2863791650555944540:6308672621182856485,2863791650555944540:6308672621182856485:00000003,DESKTOP,30
5169460313500661884:4143909078079607166,5169460313500661884:4143909078079607166:00000002,DESKTOP,30
3243675231614884319:6826594629092520709,3243675231614884319:6826594629092520709:00000002,DESKTOP,31
5560332477944653479:7000814527054325923,5560332477944653479:7000814527054325923:00000002,DESKTOP,31
4064726887854249912:4080419484573771472,4064726887854249912:4080419484573771472:00000002,DESKTOP,31
4618383651072357026:7585838375861964048,4618383651072357026:7585838375861964048:00000004,DESKTOP,31
7454883671113871326:3836617699094978757,7454883671113871326:3836617699094978757:00000002,DESKTOP,31
4317356137764461704:5621421977417750407,4317356137764461704:5621421977417750407:00000003,DESKTOP,32
7480552280595145666:1753096795437904438,7480552280595145666:1753096795437904438:00000005,DESKTOP,32
3686476400773329918:6257060991518997530,3686476400773329918:6257060991518997530:00000002,DESKTOP,32
8170208838191308792:3132738476721506823,8170208838191308792:3132738476721506823:00000006,DESKTOP,32
6299027887698743016:7185525993437590570,6299027887698743016:7185525993437590570:00000003,DESKTOP,32
5161373333496701528:8766687559887218690,5161373333496701528:8766687559887218690:00000003,DESKTOP,32
3263278292160430778:538891680031279326,3263278292160430778:538891680031279326:00000004,DESKTOP,32
7285802916838712983:7726540542112417322,7285802916838712983:7726540542112417322:00000003,DESKTOP,32
7949859112639401518:4811671052126146584,7949859112639401518:4811671052126146584:00000002,DESKTOP,32
5125678119734438947:6771226194372332010,5125678119734438947:6771226194372332010:00000008,DESKTOP,32
4796095725014976025:8200773570149169474,4796095725014976025:8200773570149169474:00000004,DESKTOP,32
6218202828957412537:2117778922362918258,6218202828957412537:2117778922362918258:00000005,DESKTOP,32
2043494436455890341:1039856045261788395,2043494436455890341:1039856045261788395:00000002,DESKTOP,32
418012044234072735:7170340847808809410,418012044234072735:7170340847808809410:00000015,DESKTOP,32
5466356011971471796:8251855406573260157,5466356011971471796:8251855406573260157:00000004,DESKTOP,32
7042770155772516094:3552730206393657075,7042770155772516094:3552730206393657075:00000006,DESKTOP,32
7876118812519556936:7790716835612691968,7876118812519556936:7790716835612691968:00000002,DESKTOP,32
9043585552950048608:33669943870866515,9043585552950048608:33669943870866515:00000002,DESKTOP,32
1518489043710332076:4851731342582637231,1518489043710332076:4851731342582637231:00000004,DESKTOP,32
2812520493949054421:6374891540537360622,2812520493949054421:6374891540537360622:00000004,DESKTOP,32
8177386260971470304:8530747020867450160,8177386260971470304:8530747020867450160:00000007,DESKTOP,32
5196878702773827314:4095895452550524382,5196878702773827314:4095895452550524382:00000003,DESKTOP,32
464926195025976082:4459767300358205358,464926195025976082:4459767300358205358:00000002,DESKTOP,33
2483109287710045051:2702067984873900327,2483109287710045051:2702067984873900327:00000003,DESKTOP,33
6342868114771514092:304985874035914814,6342868114771514092:304985874035914814:00000003,DESKTOP,33
3586382659766310632:6222897912668008193,3586382659766310632:6222897912668008193:00000004,DESKTOP,33
49386391358548015:916822332966453935,49386391358548015:916822332966453935:00000003,DESKTOP,33
4487276313488792727:1588526215752238410,4487276313488792727:1588526215752238410:00000004,DESKTOP,33
6279628547288815770:4632247531930330760,6279628547288815770:4632247531930330760:00000005,DESKTOP,33
5319070414740255928:2563601863498733568,5319070414740255928:2563601863498733568:00000004,DESKTOP,33
5340673802437245175:4225731715006194877,5340673802437245175:4225731715006194877:00000002,DESKTOP,33
5129385980104280972:8626618509625570254,5129385980104280972:8626618509625570254:00000002,DESKTOP,33
8471395482800364659:176200675894105651,8471395482800364659:176200675894105651:00000001,DESKTOP,33
2631483938019506583:7866004215333648347,2631483938019506583:7866004215333648347:00000006,DESKTOP,33
791471531545529898:544709171697901478,791471531545529898:544709171697901478:00000005,DESKTOP,33
2127748884293891605:157927617907186489,2127748884293891605:157927617907186489:00000004,DESKTOP,33
1900391448708599632:2129125528588196210,1900391448708599632:2129125528588196210:00000004,DESKTOP,33
4501308454111451194:7527841719279664559,4501308454111451194:7527841719279664559:00000005,DESKTOP,34
4722566185200629839:6209709962958133438,4722566185200629839:6209709962958133438:00000004,DESKTOP,34
459367092636195217:2321034729753156381,459367092636195217:2321034729753156381:00000002,DESKTOP,34
5915980020938776404:8907159685600876061,5915980020938776404:8907159685600876061:00000003,DESKTOP,34
7208517489972282795:7100853879369457999,7208517489972282795:7100853879369457999:00000002,DESKTOP,34
7112245062381054538:4738466698726310149,7112245062381054538:4738466698726310149:00000003,DESKTOP,34
5892997841855115635:5314142733177678665,5892997841855115635:5314142733177678665:00000002,DESKTOP,34
1011949547136750299:8295230264607094098,1011949547136750299:8295230264607094098:00000013,DESKTOP,34
